transaction_id,customer_id,age,income,transaction_amount,transaction_type,merchant_category,credit_score,account_balance,is_fraud
T00705,C0043,21,110930,820.87,Bank Transfer,Fashion,466,16720.97,0
T00706,C0044,51,63148,1112.8,Online Purchase,Groceries,759,7461.44,0
T00707,C0285,55,111218,1591.19,ATM Withdrawal,Travel,656,4917.87,0
T00708,C0397,63,22224,1300.65,POS Swipe,Groceries,603,769.8,0
T00709,C0012,21,126693,442.52,POS Swipe,Electronics,532,21200.52,0
T00710,C0095,55,145551,454.13,POS Swipe,Dining,626,9461.79,0
T00711,C0302,36,68695,970.28,Online Purchase,Groceries,481,1180.23,1
T00712,C0386,23,140779,257.54,POS Swipe,Utilities,633,26048.98,0
T00713,C0253,51,149714,3134.15,Bank Transfer,Groceries,328,34030.93,1
T00714,C0499,35,129988,1440.2,Bank Transfer,Fashion,392,4378.98,0
T00715,C0242,30,128944,1402.33,Bank Transfer,Groceries,629,23099.95,0
T00716,C0035,58,52441,1663.33,Online Purchase,Dining,483,37207.07,0
T00717,C0215,40,126966,3315.67,POS Swipe,Electronics,394,49291.76,0
T00718,C0337,36,59129,4353.82,Online Purchase,Groceries,652,33392.8,0
T00719,C0090,62,120252,3796.64,POS Swipe,Utilities,564,12317.49,0
T00720,C0264,28,82368,3639.01,ATM Withdrawal,Travel,318,35856.03,0
T00721,C0093,18,130395,2424.53,ATM Withdrawal,Groceries,798,29936.68,0
T00722,C0410,41,112122,3470.56,Online Purchase,Groceries,438,10668.78,1
T00723,C0458,24,64760,2766.05,Bank Transfer,Fashion,824,42570.43,0
T00724,C0090,42,149655,1085.17,Online Purchase,Utilities,554,21427.48,0
T00725,C0418,38,43478,1046.9,Bank Transfer,Dining,384,48102.68,0
T00726,C0115,32,147881,1485.48,POS Swipe,Travel,757,36172.76,0
T00727,C0105,18,91854,4554.46,Bank Transfer,Electronics,831,32263.7,0
T00728,C0391,29,114230,2739.34,Bank Transfer,Groceries,391,36444.81,0
T00729,C0196,24,105716,3670.86,POS Swipe,Dining,368,23957.04,0
T00730,C0314,32,32180,1736.06,ATM Withdrawal,Travel,336,25310.8,0
T00731,C0114,38,118538,2041.54,POS Swipe,Electronics,439,42575.25,0
T00732,C0493,36,35372,632.2,Online Purchase,Dining,477,34078.33,0
T00733,C0075,46,49796,860.62,Online Purchase,Utilities,436,44872.44,0
T00734,C0413,42,78272,4137.65,Online Purchase,Utilities,489,44552.26,0
T00735,C0376,50,138295,2926.27,Online Purchase,Travel,641,48826.85,0
T00736,C0420,66,109963,1690.97,Online Purchase,Electronics,304,35040.71,1
T00737,C0217,49,118826,4015.24,ATM Withdrawal,Utilities,556,25164.86,1
T00738,C0277,66,140592,1236.37,ATM Withdrawal,Travel,542,8398.95,0
T00739,C0249,52,113635,4880.28,Bank Transfer,Utilities,714,35298.49,0
T00740,C0164,61,131022,1727.36,Online Purchase,Utilities,642,14649.73,0
T00741,C0394,55,74040,1689.87,POS Swipe,Dining,678,14219.08,0
T00742,C0357,43,95357,1563.0,Online Purchase,Dining,445,11990.56,0
T00743,C0457,28,91368,614.95,ATM Withdrawal,Utilities,622,43768.59,0
T00744,C0408,52,98356,560.13,Online Purchase,Fashion,421,43411.43,0
T00745,C0192,25,36211,3242.28,ATM Withdrawal,Dining,551,31585.43,0
T00746,C0227,63,125426,4376.21,Bank Transfer,Electronics,610,23701.75,0
T00747,C0177,31,25842,3953.65,Bank Transfer,Travel,774,33638.51,0
T00748,C0099,27,83115,709.83,Bank Transfer,Travel,791,30400.75,0
T00749,C0496,19,86852,2730.18,ATM Withdrawal,Electronics,646,20845.14,0
T00750,C0036,63,145737,532.43,Online Purchase,Electronics,786,19043.58,0
T00751,C0466,26,65968,231.25,Online Purchase,Electronics,772,19201.44,0
T00752,C0497,20,37508,3283.65,POS Swipe,Electronics,681,29497.76,0
T00753,C0487,38,42005,2678.09,ATM Withdrawal,Groceries,579,32418.7,0
T00754,C0096,43,74575,414.71,POS Swipe,Travel,371,22641.91,1
T00755,C0152,25,100742,179.52,Bank Transfer,Groceries,820,48437.7,1
T00756,C0151,65,38971,4948.83,Online Purchase,Utilities,665,4283.9,0
T00757,C0190,19,45599,154.96,ATM Withdrawal,Utilities,393,17417.65,0
T00758,C0224,23,107592,2225.42,POS Swipe,Travel,672,21011.83,0
T00759,C0037,45,86914,2525.57,POS Swipe,Utilities,638,944.38,0
T00760,C0268,46,138062,590.81,POS Swipe,Electronics,736,18311.36,0
T00761,C0369,43,87055,849.46,Online Purchase,Groceries,635,13758.12,0
T00762,C0183,42,107697,1762.27,Online Purchase,Electronics,791,25351.21,0
T00763,C0013,29,126239,3809.57,Online Purchase,Utilities,339,16886.89,0
T00764,C0279,22,124397,2537.88,ATM Withdrawal,Dining,658,36336.49,0
T00765,C0217,51,143106,3191.32,Online Purchase,Groceries,553,25545.63,0
T00766,C0355,65,25355,4925.95,ATM Withdrawal,Electronics,697,6575.14,0
T00767,C0361,54,74120,3841.19,POS Swipe,Travel,469,37528.06,1
T00768,C0286,32,94619,2174.64,POS Swipe,Electronics,810,5051.52,0
T00769,C0273,61,58342,2234.98,Bank Transfer,Dining,559,41968.55,1
T00770,C0369,53,105992,3095.77,Online Purchase,Utilities,758,46577.97,0
T00771,C0062,32,98860,3328.5,POS Swipe,Groceries,828,16190.02,0
T00772,C0084,60,22257,2506.05,Online Purchase,Travel,640,46314.52,0
T00773,C0368,65,47364,3226.08,ATM Withdrawal,Groceries,356,39671.11,0
T00774,C0217,40,44972,122.54,POS Swipe,Travel,517,46129.54,1
T00775,C0342,23,131715,2150.97,Online Purchase,Groceries,763,33346.88,0
T00776,C0397,63,46654,1398.3,POS Swipe,Utilities,546,11858.64,0
T00777,C0187,67,100769,650.23,POS Swipe,Travel,672,44736.71,0
T00778,C0019,61,101423,502.23,Online Purchase,Fashion,716,9294.83,0
T00779,C0177,60,49320,3017.94,POS Swipe,Groceries,330,10731.72,0
T00780,C0100,62,40808,2620.38,POS Swipe,Groceries,667,13626.04,0
T00781,C0396,38,72389,1271.65,POS Swipe,Electronics,407,15281.89,0
T00782,C0445,40,115690,2357.4,POS Swipe,Travel,717,25772.53,0
T00783,C0233,60,138581,2463.7,ATM Withdrawal,Dining,697,35701.52,0
T00784,C0403,33,147927,979.07,POS Swipe,Fashion,571,46317.79,0
T00785,C0076,64,54773,3262.2,Bank Transfer,Utilities,415,4513.04,0
T00786,C0265,32,71168,3905.69,POS Swipe,Electronics,555,47723.03,1
T00787,C0455,42,47747,3958.36,Online Purchase,Fashion,380,46074.02,1
T00788,C0284,53,96396,3014.34,Bank Transfer,Travel,427,2794.56,0
T00789,C0206,28,128374,2560.63,ATM Withdrawal,Fashion,534,18080.02,0
T00790,C0223,68,127692,309.73,Bank Transfer,Groceries,480,40675.86,0
T00791,C0384,32,103692,1442.72,Bank Transfer,Groceries,456,30617.67,1
T00792,C0052,21,77505,470.89,Bank Transfer,Electronics,753,38976.79,0
T00793,C0339,38,105896,4819.3,Online Purchase,Travel,323,35979.76,0
T00794,C0367,30,38135,679.73,Online Purchase,Travel,772,24888.83,1
T00795,C0144,39,110887,763.12,Online Purchase,Fashion,699,2156.78,0
T00796,C0373,36,142118,4448.44,ATM Withdrawal,Electronics,433,29254.98,0
T00797,C0069,51,116035,4719.92,Online Purchase,Travel,720,2523.48,0
T00798,C0099,31,67377,3830.32,Online Purchase,Dining,512,30225.96,0
T00799,C0396,21,43554,32.0,Bank Transfer,Dining,781,40040.5,0
T00800,C0025,65,82491,11.72,Online Purchase,Groceries,647,29291.09,0
T00801,C0436,69,75621,1893.61,POS Swipe,Fashion,465,49851.39,0
T00802,C0379,63,134667,721.26,Online Purchase,Utilities,647,22847.74,0
T00803,C0469,44,78283,96.84,ATM Withdrawal,Groceries,697,37466.49,0
T00804,C0484,46,105140,2323.01,ATM Withdrawal,Electronics,734,33393.94,0
T00805,C0053,64,36923,4715.59,POS Swipe,Travel,520,49572.44,0
T00806,C0151,45,67591,1622.48,ATM Withdrawal,Groceries,607,35689.63,0
T00807,C0144,52,82261,3307.4,ATM Withdrawal,Utilities,765,8285.13,0
T00808,C0057,25,136149,3262.92,Bank Transfer,Utilities,398,47780.33,0
T00809,C0039,33,74336,1259.15,POS Swipe,Dining,541,33422.08,0
T00810,C0109,59,94083,3253.87,Bank Transfer,Electronics,457,3060.98,0
T00811,C0181,53,80948,1065.61,Bank Transfer,Groceries,526,32912.66,0
T00812,C0042,47,129819,614.43,Online Purchase,Fashion,722,44167.66,0
T00813,C0186,35,53002,3508.41,POS Swipe,Groceries,371,28894.39,0
T00814,C0423,19,100098,571.64,Online Purchase,Dining,542,17765.58,0
T00815,C0398,66,136236,4984.56,Online Purchase,Utilities,829,41063.39,0
T00816,C0223,30,93016,921.34,Bank Transfer,Electronics,344,39147.35,0
T00817,C0122,21,46672,2972.74,ATM Withdrawal,Electronics,771,27254.69,0
T00818,C0133,43,24213,2059.82,POS Swipe,Fashion,670,7802.65,0
T00819,C0163,42,30293,636.3,ATM Withdrawal,Electronics,391,12624.23,0
T00820,C0215,47,119977,144.08,Bank Transfer,Dining,321,36950.35,1
T00821,C0221,28,75860,3115.55,Bank Transfer,Dining,471,40323.5,1
T00822,C0235,24,82507,4034.75,Bank Transfer,Dining,491,14035.34,1
T00823,C0331,48,77134,4210.87,Bank Transfer,Electronics,376,18462.46,1
T00824,C0146,61,22100,2416.15,Bank Transfer,Electronics,580,3973.83,0
T00825,C0239,27,130153,3888.39,Bank Transfer,Dining,663,35701.75,0
T00826,C0076,56,81997,3365.87,ATM Withdrawal,Electronics,478,278.52,0
T00827,C0009,30,48172,3622.65,Online Purchase,Electronics,537,2422.42,0
T00828,C0074,48,40132,2465.53,ATM Withdrawal,Utilities,434,316.77,0
T00829,C0442,24,137861,3168.89,POS Swipe,Groceries,579,32301.45,0
T00830,C0492,66,38199,4028.6,ATM Withdrawal,Travel,318,20927.62,1
T00831,C0401,59,56609,1992.43,Bank Transfer,Electronics,670,14947.58,0
T00832,C0253,59,62965,4030.86,ATM Withdrawal,Travel,411,45643.78,0
T00833,C0230,53,28016,2962.12,Online Purchase,Travel,520,9720.86,0
T00834,C0007,37,59779,833.68,POS Swipe,Utilities,603,19529.46,0
T00835,C0174,21,122797,128.3,ATM Withdrawal,Electronics,624,47021.56,0
T00836,C0141,24,51881,1816.95,Online Purchase,Dining,736,21412.62,1
T00837,C0168,18,102594,2735.75,ATM Withdrawal,Travel,737,27779.21,0
T00838,C0170,61,44472,4199.9,POS Swipe,Electronics,469,4108.81,0
T00839,C0393,62,126882,641.79,ATM Withdrawal,Fashion,674,39529.3,0
T00840,C0434,59,120462,4002.03,Bank Transfer,Dining,680,21195.66,0
T00841,C0283,64,71813,4315.73,ATM Withdrawal,Fashion,313,40045.7,0
T00842,C0122,30,120368,757.68,Online Purchase,Fashion,799,12764.5,0
T00843,C0194,39,146731,4258.71,ATM Withdrawal,Travel,690,21181.69,1
T00844,C0005,38,56021,4957.31,Online Purchase,Fashion,848,39348.79,0
T00845,C0029,39,74131,3635.56,POS Swipe,Utilities,829,48696.5,1
T00846,C0165,45,44087,3924.92,ATM Withdrawal,Utilities,791,3075.31,0
T00847,C0422,26,32828,4972.1,POS Swipe,Travel,849,40641.56,0
T00848,C0339,43,81610,3029.38,POS Swipe,Electronics,684,15104.38,0
T00849,C0136,26,116664,1542.89,ATM Withdrawal,Groceries,495,27582.09,0
T00850,C0496,32,143619,4188.47,Online Purchase,Electronics,599,14575.6,1
T00851,C0365,27,21401,3074.36,POS Swipe,Electronics,846,30710.93,1
T00852,C0321,41,105179,2908.07,POS Swipe,Electronics,607,17754.76,0
T00853,C0342,59,35193,1271.91,ATM Withdrawal,Electronics,551,16747.38,0
T00854,C0145,25,112389,3782.89,ATM Withdrawal,Dining,307,1993.12,1
T00855,C0327,41,64864,412.93,ATM Withdrawal,Groceries,507,7433.32,0
T00856,C0217,33,40307,4621.81,ATM Withdrawal,Dining,430,45862.2,0
T00857,C0301,66,122518,1632.49,ATM Withdrawal,Fashion,325,49914.04,0
T00858,C0132,43,39611,643.23,Bank Transfer,Electronics,753,39047.98,0
T00859,C0292,44,63791,2214.62,ATM Withdrawal,Utilities,485,14411.95,0
T00860,C0070,54,31950,217.14,Online Purchase,Travel,783,20182.01,0
T00861,C0252,21,96240,3424.71,POS Swipe,Travel,350,37001.22,0
T00862,C0415,67,128647,4514.01,Online Purchase,Dining,304,48428.83,0
T00863,C0275,41,97403,4187.13,Online Purchase,Dining,459,22828.01,0
T00864,C0445,36,22745,641.21,Bank Transfer,Utilities,507,41493.17,0
T00865,C0364,53,75243,635.72,ATM Withdrawal,Electronics,556,48755.94,0
T00866,C0182,56,23866,4068.11,POS Swipe,Groceries,504,43686.31,0
T00867,C0167,27,52245,4621.65,Online Purchase,Fashion,310,11434.77,1
T00868,C0091,42,64724,2306.05,ATM Withdrawal,Travel,307,500.79,1
T00869,C0202,35,148681,2497.36,ATM Withdrawal,Fashion,708,24654.88,0
T00870,C0346,36,91354,1594.72,Bank Transfer,Groceries,331,26614.91,0
T00871,C0019,53,71374,4471.85,Bank Transfer,Dining,839,10142.39,0
T00872,C0039,27,134397,3226.29,Bank Transfer,Travel,686,14305.25,0
T00873,C0126,50,137480,1444.82,POS Swipe,Fashion,527,38281.14,0
T00874,C0451,67,144577,1497.42,Online Purchase,Dining,774,23570.33,0
T00875,C0173,22,50116,4456.54,Bank Transfer,Groceries,506,15935.97,0
T00876,C0141,64,101029,73.1,Bank Transfer,Fashion,617,31169.04,0
T00877,C0242,66,113574,1617.02,Bank Transfer,Electronics,647,32672.71,0
T00878,C0220,52,40447,2774.01,Online Purchase,Dining,533,38492.85,0
T00879,C0126,61,50431,745.35,Online Purchase,Groceries,343,7919.79,0
T00880,C0058,51,37908,465.03,Bank Transfer,Fashion,441,37101.71,0
T00881,C0148,50,49336,4077.31,Bank Transfer,Electronics,475,30011.48,0
T00882,C0476,38,60992,4472.55,ATM Withdrawal,Electronics,748,2972.84,0
T00883,C0456,34,75350,4118.91,Bank Transfer,Groceries,381,38894.54,0
T00884,C0317,39,89561,4494.45,POS Swipe,Utilities,434,19215.71,1
T00885,C0383,65,137254,2767.79,POS Swipe,Travel,476,16586.01,0
T00886,C0361,54,71955,4062.23,Bank Transfer,Groceries,682,22458.95,1
T00887,C0423,32,81240,1923.29,Online Purchase,Electronics,542,17374.14,0
T00888,C0001,52,40093,3333.01,ATM Withdrawal,Electronics,440,16980.45,0
T00889,C0387,45,26155,4944.23,Online Purchase,Groceries,756,40423.08,0
T00890,C0461,24,66607,1132.51,Bank Transfer,Utilities,739,6312.81,0
T00891,C0348,49,53487,1952.55,POS Swipe,Travel,355,48532.94,0
T00892,C0190,28,133194,2402.84,ATM Withdrawal,Fashion,826,27791.09,0
T00893,C0191,27,75668,694.39,Online Purchase,Groceries,718,9227.91,0
T00894,C0369,26,40963,409.79,Online Purchase,Travel,387,6647.65,1
T00895,C0409,31,70124,4149.47,Bank Transfer,Travel,307,29616.33,0
T00896,C0312,30,72870,4884.09,ATM Withdrawal,Dining,776,31686.67,0
T00897,C0417,42,76547,2026.6,POS Swipe,Electronics,514,2745.99,0
T00898,C0422,19,84110,442.81,Bank Transfer,Fashion,796,12225.8,0
T00899,C0117,52,73554,333.73,ATM Withdrawal,Groceries,802,39793.55,0
T00900,C0134,24,40936,4457.13,Online Purchase,Electronics,544,2576.27,1
T00901,C0058,38,136895,2321.75,Bank Transfer,Dining,777,42768.92,0
T00902,C0044,35,24426,1603.54,Online Purchase,Dining,608,32942.31,0
T00903,C0173,20,108839,2384.92,Online Purchase,Electronics,530,21777.72,0
T00904,C0160,59,130816,1594.93,Bank Transfer,Utilities,682,17387.0,0
T00905,C0173,56,47606,2447.73,Bank Transfer,Travel,454,1060.52,0
T00906,C0317,58,67832,4298.48,Bank Transfer,Groceries,474,41278.23,1
T00907,C0303,66,48151,2963.55,Bank Transfer,Groceries,414,7221.82,0
T00908,C0149,28,99303,3474.8,Bank Transfer,Groceries,689,15546.15,0
T00909,C0080,56,31308,1826.53,Online Purchase,Electronics,610,28498.44,0
T00910,C0374,41,129781,3693.84,POS Swipe,Utilities,599,12375.03,0
T00911,C0213,63,82522,3334.75,POS Swipe,Fashion,317,24907.31,0
T00912,C0203,36,143523,602.21,Bank Transfer,Dining,311,40486.21,1
T00913,C0252,21,65671,2865.35,Online Purchase,Electronics,703,23579.84,0
T00914,C0229,43,110306,1287.43,POS Swipe,Fashion,531,47453.97,0
T00915,C0164,55,114108,4021.46,POS Swipe,Dining,577,42390.28,0
T00916,C0227,59,126984,2132.56,POS Swipe,Dining,652,16718.66,0
T00917,C0147,49,22204,4973.45,Online Purchase,Utilities,602,20058.11,0
T00918,C0020,56,112769,467.04,Bank Transfer,Travel,840,21224.0,1
T00919,C0441,62,107265,3902.84,Bank Transfer,Groceries,769,31346.35,0
T00920,C0402,63,51131,3370.14,Bank Transfer,Fashion,376,14411.11,0
T00921,C0047,53,72428,3838.66,ATM Withdrawal,Electronics,820,48465.53,0
T00922,C0233,57,53870,1541.11,ATM Withdrawal,Fashion,323,30473.34,0
T00923,C0305,54,123547,2462.81,ATM Withdrawal,Travel,314,20030.14,0
T00924,C0014,50,124918,3983.56,Online Purchase,Groceries,824,32285.99,0
T00925,C0143,53,69067,1166.54,POS Swipe,Fashion,646,19830.71,0
T00926,C0415,20,78585,1134.04,POS Swipe,Travel,471,40908.0,0
T00927,C0001,26,127011,2757.5,Online Purchase,Electronics,626,28435.26,0
T00928,C0373,25,132217,2620.2,Online Purchase,Utilities,784,2194.33,0
T00929,C0054,50,41607,1414.9,Bank Transfer,Dining,788,8920.17,0
T00930,C0374,23,44968,1493.89,Bank Transfer,Electronics,761,43263.2,0
T00931,C0259,58,118934,1392.84,ATM Withdrawal,Groceries,677,28188.7,0
T00932,C0144,56,31908,3858.7,ATM Withdrawal,Dining,463,47522.14,0
T00933,C0471,21,46423,3261.24,Online Purchase,Electronics,671,3713.87,0
T00934,C0441,30,129151,4162.92,ATM Withdrawal,Electronics,723,14833.51,0
T00935,C0459,66,94707,4877.49,POS Swipe,Electronics,776,9757.81,0
T00936,C0012,19,98257,2373.45,Online Purchase,Electronics,681,27736.63,1
T00937,C0330,22,146282,338.14,Online Purchase,Dining,454,19201.36,0
T00938,C0224,61,81215,245.22,POS Swipe,Groceries,556,7947.95,0
T00939,C0272,44,75835,1481.85,Bank Transfer,Travel,367,32173.32,0
T00940,C0456,49,69429,4663.06,Bank Transfer,Fashion,643,26861.29,0
T00941,C0358,38,102152,2618.45,POS Swipe,Utilities,576,13809.34,0
T00942,C0460,25,128048,1362.57,POS Swipe,Fashion,690,24040.59,0
T00943,C0408,55,58458,1998.84,ATM Withdrawal,Fashion,748,37312.34,0
T00944,C0156,25,66169,2994.98,Online Purchase,Utilities,558,10343.06,0
T00945,C0373,67,27659,3266.48,ATM Withdrawal,Dining,606,14716.0,0
T00946,C0008,20,80614,773.83,POS Swipe,Groceries,394,17370.94,0
T00947,C0122,61,128905,4885.27,ATM Withdrawal,Utilities,763,37361.65,0
T00948,C0348,20,97240,2726.14,POS Swipe,Groceries,545,42361.44,0
T00949,C0164,39,52793,682.76,ATM Withdrawal,Dining,486,18881.79,0
T00950,C0090,23,133688,4468.71,ATM Withdrawal,Fashion,672,14901.38,0
T00951,C0136,19,66473,377.82,Bank Transfer,Groceries,705,44483.39,0
T00952,C0186,40,116762,4539.14,POS Swipe,Dining,707,49968.31,1
T00953,C0316,61,109388,4982.85,ATM Withdrawal,Dining,424,33550.65,0
T00954,C0178,19,117618,3503.66,Online Purchase,Travel,636,49500.03,1
T00955,C0028,55,108330,3853.38,ATM Withdrawal,Utilities,640,33032.32,0
T00956,C0220,34,126956,1689.83,ATM Withdrawal,Travel,477,36699.67,0
T00957,C0357,52,138452,4708.18,Online Purchase,Fashion,469,19493.93,0
T00958,C0041,51,75751,2650.92,POS Swipe,Utilities,338,21705.08,0
T00959,C0228,40,146311,3663.28,Bank Transfer,Fashion,368,7292.37,1
T00960,C0192,47,98915,4620.92,Bank Transfer,Travel,535,41155.23,0
T00961,C0411,69,74254,4876.02,Bank Transfer,Dining,680,46559.85,1
T00962,C0447,25,27006,4166.86,Online Purchase,Fashion,356,31209.56,0
T00963,C0145,39,138171,1518.57,ATM Withdrawal,Utilities,576,17248.0,0
T00964,C0201,61,136682,4832.9,POS Swipe,Utilities,398,7785.41,0
T00965,C0417,53,94218,3142.46,ATM Withdrawal,Fashion,826,13331.3,0
T00966,C0212,22,85344,4653.56,Bank Transfer,Utilities,624,12844.98,0
T00967,C0461,30,53840,3382.14,ATM Withdrawal,Dining,760,30715.04,0
T00968,C0220,46,52430,1539.66,Online Purchase,Dining,478,47257.37,1
T00969,C0240,48,43091,1853.27,Online Purchase,Utilities,418,2508.77,0
T00970,C0413,64,146053,2754.61,POS Swipe,Fashion,768,151.01,0
T00971,C0397,33,52983,3951.12,POS Swipe,Travel,848,30049.08,0
T00972,C0046,59,43989,1593.32,Bank Transfer,Utilities,754,14274.62,0
T00973,C0035,47,95451,2900.76,POS Swipe,Utilities,325,44039.36,0
T00974,C0253,33,128088,1731.4,ATM Withdrawal,Utilities,789,16429.79,0
T00975,C0390,29,38990,4079.77,Online Purchase,Utilities,307,14557.91,0
T00976,C0082,34,110270,2336.31,Online Purchase,Fashion,815,13548.58,0
T00977,C0371,33,100360,388.23,Online Purchase,Travel,832,7328.16,0
T00978,C0256,29,139469,834.43,POS Swipe,Travel,448,29118.37,0
T00979,C0197,25,56081,310.22,Online Purchase,Groceries,787,8493.86,0
T00980,C0303,37,31033,2499.02,Online Purchase,Utilities,324,21289.09,0
T00981,C0409,20,128272,536.15,Online Purchase,Utilities,724,23102.51,0
T00982,C0450,33,36241,575.13,Bank Transfer,Groceries,592,1122.55,0
T00983,C0010,47,144932,4705.54,Bank Transfer,Travel,484,938.68,0
T00984,C0312,62,142451,4363.91,POS Swipe,Electronics,730,26058.61,0
T00985,C0286,40,25939,2263.17,Online Purchase,Dining,616,34832.13,0
T00986,C0242,45,133000,4929.1,POS Swipe,Electronics,697,47112.91,0
T00987,C0251,68,67562,5.93,Online Purchase,Travel,623,9038.05,0
T00988,C0365,57,55063,3071.83,Online Purchase,Utilities,845,5252.61,0
T00989,C0005,22,140373,3084.06,Online Purchase,Electronics,375,2699.19,0
T00990,C0119,37,120000,2289.93,POS Swipe,Fashion,785,21858.47,0
T00991,C0289,57,96721,1987.76,POS Swipe,Fashion,387,31195.05,0
T00992,C0374,61,47045,2279.64,Online Purchase,Groceries,531,42043.61,0
T00993,C0065,18,136634,2077.73,ATM Withdrawal,Travel,306,34163.98,0
T00994,C0146,47,64769,3653.81,POS Swipe,Travel,849,10497.2,0
T00995,C0224,38,67118,681.1,Bank Transfer,Electronics,351,23142.34,0
T00996,C0239,37,104703,992.21,POS Swipe,Utilities,695,45526.28,0
T00997,C0177,23,121948,906.69,Online Purchase,Travel,520,16404.38,0
T00998,C0267,39,41625,1316.04,ATM Withdrawal,Electronics,727,24986.65,0
T00999,C0341,35,124724,2628.67,Online Purchase,Electronics,442,47932.41,0
T01000,C0282,25,148557,560.49,Bank Transfer,Dining,662,36761.93,0
T01001,C0063,56,47076,4341.51,POS Swipe,Dining,681,37412.25,0
T01002,C0217,49,142245,1490.32,POS Swipe,Travel,576,12691.47,0
T01003,C0342,50,84805,816.88,Online Purchase,Electronics,570,20793.44,1
T01004,C0315,33,64605,3379.73,Online Purchase,Groceries,313,4208.87,0
T01005,C0283,29,104565,195.24,Bank Transfer,Groceries,597,30365.64,1
T01006,C0177,55,108509,3101.74,ATM Withdrawal,Dining,763,5276.14,0
T01007,C0461,69,59121,3492.5,Bank Transfer,Travel,826,41811.89,0
T01008,C0417,51,85101,1078.51,ATM Withdrawal,Utilities,533,40746.23,0
T01009,C0098,31,51433,214.61,POS Swipe,Groceries,326,26726.89,0
T01010,C0105,53,63309,1821.41,ATM Withdrawal,Groceries,770,7144.19,0
T01011,C0099,50,87468,497.48,ATM Withdrawal,Dining,392,1376.39,0
T01012,C0385,40,64254,586.81,POS Swipe,Dining,608,39855.76,0
T01013,C0405,67,87293,1275.03,POS Swipe,Travel,351,30047.01,1
T01014,C0496,62,116258,1480.86,POS Swipe,Dining,618,35575.39,0
T01015,C0311,19,57853,2652.2,Bank Transfer,Fashion,480,15259.98,0
T01016,C0006,58,58405,3393.57,POS Swipe,Electronics,419,25523.19,0
T01017,C0476,38,86652,2965.89,Online Purchase,Groceries,342,37383.99,0
T01018,C0465,19,63527,746.06,POS Swipe,Fashion,559,23181.91,0
T01019,C0197,44,97227,864.57,POS Swipe,Utilities,496,30109.07,0
T01020,C0351,26,20492,4394.45,POS Swipe,Fashion,554,39507.44,0
T01021,C0133,18,113418,2793.97,ATM Withdrawal,Travel,635,10839.51,0
T01022,C0358,28,28811,4350.34,Bank Transfer,Utilities,801,3389.85,0
T01023,C0259,20,113344,1860.87,POS Swipe,Utilities,554,26637.99,0
T01024,C0437,69,44272,3073.93,Bank Transfer,Dining,813,3200.08,0
T01025,C0023,40,113935,2620.7,Online Purchase,Fashion,541,38351.21,0
T01026,C0485,43,92010,1599.02,Online Purchase,Travel,448,35988.65,0
T01027,C0053,21,112492,2352.23,POS Swipe,Groceries,598,44097.46,0
T01028,C0165,35,67153,2514.94,Online Purchase,Dining,752,32014.15,0
T01029,C0202,23,128042,1007.85,Bank Transfer,Fashion,692,3453.16,0
T01030,C0458,52,74110,1578.48,ATM Withdrawal,Groceries,511,12732.29,0
T01031,C0083,39,33979,3958.09,POS Swipe,Fashion,837,40415.8,0
T01032,C0145,60,130059,4579.36,Online Purchase,Dining,430,8439.91,1
T01033,C0085,32,128101,1802.17,Bank Transfer,Groceries,628,34954.18,0
T01034,C0078,39,48328,1538.33,Bank Transfer,Dining,555,39034.94,0
T01035,C0457,54,132911,980.01,Online Purchase,Fashion,778,16572.58,0
T01036,C0366,69,32867,3394.06,Bank Transfer,Utilities,362,16182.64,0
T01037,C0001,59,79234,1618.88,Bank Transfer,Electronics,610,27934.35,0
T01038,C0051,29,45851,4938.81,POS Swipe,Utilities,706,43078.19,0
T01039,C0173,64,51279,1631.8,Bank Transfer,Dining,404,11272.92,0
T01040,C0205,66,137431,1973.71,Online Purchase,Dining,314,47068.78,0
T01041,C0260,59,116063,3018.65,POS Swipe,Dining,558,29996.02,0
T01042,C0446,55,93402,4009.41,Online Purchase,Groceries,711,49607.11,0
T01043,C0449,35,35449,2350.25,ATM Withdrawal,Travel,558,4571.72,0
T01044,C0369,62,96221,2116.17,Online Purchase,Dining,559,6415.45,0
T01045,C0488,52,109080,4978.21,Online Purchase,Utilities,344,41349.43,0
T01046,C0288,47,25451,57.42,POS Swipe,Electronics,630,43251.32,0
T01047,C0034,41,107178,4475.85,Bank Transfer,Dining,464,22328.39,0
T01048,C0348,59,61316,749.96,Online Purchase,Dining,492,35732.15,0
T01049,C0095,47,83064,3930.7,POS Swipe,Dining,820,43391.11,0
T01050,C0072,31,83761,3091.57,ATM Withdrawal,Groceries,700,2252.08,0
T01051,C0039,23,125490,1712.53,POS Swipe,Dining,673,28740.13,0
T01052,C0154,20,58870,4370.01,POS Swipe,Utilities,364,42688.69,0
T01053,C0250,33,116566,69.47,Bank Transfer,Fashion,686,19967.93,0
T01054,C0162,24,143749,1137.32,Online Purchase,Travel,794,15188.94,0
T01055,C0438,69,143765,2836.63,ATM Withdrawal,Dining,714,39805.76,0
T01056,C0118,31,144881,1760.95,POS Swipe,Groceries,329,16855.75,0
T01057,C0259,26,50873,3053.84,Online Purchase,Utilities,565,258.4,0
T01058,C0379,32,148389,125.43,Online Purchase,Dining,627,47982.67,0
T01059,C0306,38,78627,586.71,POS Swipe,Groceries,791,29646.95,0
